商品代码,说明,市场价值,员工数量,板块,交易所,行业,债务股本比(MRQ),市盈率(TTM),股本回报率 (TTM),市净率(FY),aboveMa1,aboveMa2,maxChange
ASA,ASA GOLD AND PRECIOUS METALS LIMITE,467951000.0,,其他,NYSE,投资信托/互惠基金,0.0,2.62253259,47.59647961,1.00870119,98,91,67
BFZ,BLACKROCK CALIF MUN INCOME TRUST,466598000.0,,其他,NYSE,投资信托/互惠基金,0.67914027,,12.83449777,,93,77,19
BUI,BLACKROCK UTILITIES INFRSTRCTR & PW,465181000.0,,其他,NYSE,投资信托/互惠基金,0.0,,22.76290164,1.19145279,96,76,42
RBB,RBB BANCORP,464448306.0,371.0,金融,NASDAQ,地区银行,0.83347411,12.01848998,9.1448068,1.06868688,54,39,125
SELB,SELECTA BIOSCIENCES INC,464095400.0,43.0,健康科技,NASDAQ,生物科技,-1.80655051,,,,76,38,209
EQBK,EQUITY BANCSHARES INC,463724310.0,623.0,金融,NASDAQ,地区银行,0.3679273,,-13.97517728,1.12358308,53,20,135
RRD,DONNELLEY RR & SONS CO,459914000.0,33000.0,商业服务,NYSE,商业印刷/表格,-6.77672956,,,,45,22,503
TTI,TETRA TECHNOLOGIES,454447330.0,1800.0,工业服务,NYSE,油田服务/设备,2.1009203,,-82.27357367,,51,4,990
NAN,NUVEEN NEW YORK QUALITY MUNICIPAL I,452589000.0,,其他,NYSE,投资信托/互惠基金,0.54643193,,12.54621852,0.91453778,89,77,15
MHN,BLACKROCK MUNIHOLDINGS NY QLTY FD,450791000.0,,其他,NYSE,投资信托/互惠基金,0.6277662,,10.60135914,,99,78,16
GBLI,GLOBAL INDEMNITY GROUP LLC,447964746.3,412.0,金融,NASDAQ,财产/财产保险,0.40496794,,4.01830866,0.6043369,57,22,61
OTLK,OUTLOOK THERAPEUTICS INC,444431360.0,8.0,健康科技,NASDAQ,生物科技,0.55055626,,-64034.97193454,111.61116112,73,0,442
DJCO,DAILY JOURNAL CO,442019497.5,320.0,消费者服务,NASDAQ,出版：报纸,0.15762084,3.66421207,76.29509077,3.04796495,84,72,69
MCBS,METROCITY BANKSHARES INC,439594722.0,211.0,金融,NASDAQ,地区银行,0.35840235,10.88973086,16.51353551,1.73656506,-1,-1,-1
ECC,EAGLE POINT CREDIT CO LLC,436468000.0,,其他,NYSE,投资信托/互惠基金,0.47422743,1.90922343,79.34499252,1.20684241,51,40,126
PAVM,PAVMED INC,429409792.0,25.0,健康科技,NASDAQ,医学专业,0.0062448,,-165.66732785,,88,44,260
PFL,PIMCO INCOME STRATEGY FUND,428545000.0,,其他,NYSE,投资信托/互惠基金,0.26382111,,-4.5130387,1.32522054,81,76,44
JRI,NUVEEN REAL ASSET INM AND GROWTH FD,428278000.0,,其他,NYSE,投资信托/互惠基金,0.38192104,,-16.65793039,0.98514266,52,76,49
AFB,ALLIANCEBERNSTEIN NATL MUNI INC FD,424562000.0,,其他,NYSE,投资信托/互惠基金,0.64823807,,-2.32746763,,98,78,17
HAYN,HAYNES INTERNATIONAL INC,424437015.00000006,1054.0,非能源矿业,NASDAQ,钢铁,0.03178389,,-8.58104478,1.3853164,49,35,121
CNTY,CENTURY CASINOS MANAGEMENT INC,424119840.0,2076.0,消费者服务,NASDAQ,博彩,3.97591504,,-3.20292531,3.45187525,59,25,307
PDS,PRECISION DRILLING CORPORATION,423035228.0,,工业服务,NYSE,钻井承包,0.91780613,,-10.34117585,0.3755866,54,0,5427
FSBC,FIVE STAR BANCORP,422421120.0,144.0,金融,NASDAQ,地区银行,0.21169875,,29.61277879,3.3555464,-1,-1,-1
VIRX,VIRACTA THERAPEUTICS INC,417105306.0,8.0,健康科技,NASDAQ,生物科技,0.05015071,,-129.49124838,3.8644738,-1,-1,-1
EDD,MORGAN STANLEY EMG MKTS DOM DEBT FD,407127000.0,,其他,NYSE,投资信托/互惠基金,0.29921805,,-6.5410505,,55,75,19
TRNS,TRANSCAT INC,404311732.5,,电子科技,NASDAQ,电子设备/仪器,0.3665388,53.15604909,10.96050364,5.42098299,80,75,148
CARE,CARTER BANKSHARES INC,402830784.0,828.0,金融,NASDAQ,地区银行,0.07734171,,-9.48314034,0.91292122,44,70,155
DSM,BNY MELLON STRATEGIC MUNI BD FD INC,401490000.0,,其他,NYSE,投资信托/互惠基金,0.3334537,27.08836279,3.36700576,0.98624636,62,76,19
BKT,BLACKROCK INCOME TR INC,399369000.0,,其他,NYSE,投资信托/互惠基金,0.40100009,21.22753476,4.7280192,1.01312695,100,95,9
FFA,FIRST TRUST ENHANCED EQTY INCOME FD,397658000.0,,其他,NYSE,投资信托/互惠基金,0.0,7.95109477,14.21597154,1.08818748,90,75,50
EZPW,EZCORP INC,395932336.39,5900.0,金融,NASDAQ,金融/租赁,0.65271411,,-2.85789172,0.60233573,27,2,67
ERC,WELLS FARGO MULTI-SECTOR INCOME FUN,395322000.0,,其他,NYSE ARCA,投资信托/互惠基金,0.40342067,260.16096579,-0.31389714,1.0653295,83,76,30
TLYS,TILLYS INC,394870784.8,5100.0,零售行业,NYSE,零售服装/鞋类,1.65478577,,-0.71445731,2.33447307,61,12,154
OIA,INVESCO MUN INCOME OPPRTNTS TR,393273000.0,,其他,NYSE,投资信托/互惠基金,0.30408661,135.57377049,0.77587912,1.07406364,81,77,24
ATAX,AMERICA FIRST MULTIFAMILY INV,390242487.0,,金融,NASDAQ,金融/租赁,1.68932302,50.31948882,2.44050366,1.06786358,33,76,87
DSX/PB,DIANA SHIPPING INC 8.875% PERP PFD SER B,389939000.0,918.0,运输,NYSE,海运,0.99841785,,-7.51210629,5.416362,-1,-1,-1
ANVS,ANNOVIS BIO INC,387270467.1,2.0,健康科技,NYSE ARCA,药品:专业,0.0,,-109.16389877,44.59797847,-1,-1,-1
PRTK,PARATEK PHARMACEUTICALS INC,386217440.0,197.0,健康科技,NASDAQ,生物科技,-2.12549576,,,,100,18,100
EVC,ENTRAVISION COMMUNICATIONS CORP,385722895.2600001,1001.0,消费者服务,NYSE,广播,0.79969323,10.33048301,14.03274597,1.37737227,62,0,271
CEM,CLEARBRIDGE MLP AND MIDSTREAM FUND,383576000.0,,其他,NYSE,投资信托/互惠基金,0.46278493,,-87.7419195,1.36548826,38,17,182
MEC,MAYVILLE ENGINEERING COMPANY INC,382174190.0,2150.0,制造业,NYSE,工业机械,0.23727402,,-2.23491928,1.86954715,-1,-1,-1
MYJ,BLACKROCK MUNIYIELD N J FD INC,379281000.0,,其他,NYSE,投资信托/互惠基金,0.62949436,,10.860128,,69,77,22
AGS,PLAYAGS INC,378411210.0,684.0,制造业,NYSE,工业集团,13.45171177,,-99.31313743,6.75148431,46,0,297
AMRK,A MARK PRECIOUS METALS INC,378395267.6,220.0,配送服务,NASDAQ,批发分销商,1.99235203,3.39972263,64.59503913,3.68617077,100,40,265
ATOS,ATOSSA THERAPEUTICS INC,376970880.0,8.0,健康科技,NASDAQ,医学专业,5.736e-05,,-24.46066121,5.48082606,58,40,411
UONE,URBAN ONE INC,367430244.03,1212.0,消费者服务,NASDAQ,广播,4.04175056,26.6184573,8.43694668,1.97484058,52,9,2670
MRMD,MARIMED INC.,362581537.5,233.0,加工制造业,OTC,农副产品,0.48558189,40.5511811,29.28879979,37.31884058,50,0,726
EMKR,EMCORE CORP,362486904.0,387.0,电子科技,NASDAQ,电子生产设备,0.17949159,46.0375391,6.73206,3.51906392,99,10,240
TYG,TORTOISE ENERGY INFRASTRUCTURE CORP,361216000.0,,其他,NYSE,投资信托/互惠基金,0.4358716,,-93.16996661,1.07777668,38,2,100
ARDC,ARES DYNAMIC CR ALLOCATION FD INC,358620000.0,,其他,NYSE,投资信托/互惠基金,0.43947047,48.60248447,1.97730606,0.96930193,74,76,43
LIVX,LIVEXLIVE MEDIA INC,357768564.0,76.0,商业服务,NASDAQ,商业印刷/表格,1.56612213,,-516.89443747,,86,8,229
FEI,FIRST TR MLP & ENERGY INCOME FD,355958000.0,,其他,NYSE,投资信托/互惠基金,0.25009042,,-51.79290834,1.26218109,40,68,82
ESKYF,ESKAY MINING CORP,352037250.0,,非能源矿业,OTC,贵金属,0.0,,-399.12561085,,100,65,1858
PCQ,PIMCO CALIFORNIA MUNICIPAL INC FD,350155000.0,,其他,NYSE,投资信托/互惠基金,0.21862965,,3.59808297,1.30702292,78,74,23
GTGDF,GT GOLD CORP.,349841840.00000006,,非能源矿业,OTC,贵金属,0.0,,-75.85054261,35.5753984,94,76,201
CATO,CATO CORP,346962988.2,7400.0,零售行业,NYSE,零售服装/鞋类,0.73138768,84.50782998,1.44620315,1.38556101,39,53,159
EOT,EATON VANCE NATL MUN OPPORTU TR,346074000.0,,其他,NYSE,投资信托/互惠基金,0.06896469,,1.98374881,1.10104794,67,76,24
KRUS,KURA SUSHI USA INC,345144150.0,1030.0,消费者服务,NASDAQ,餐厅,2.05370233,,-53.75740312,7.03120153,-1,-1,-1
CRSS,"CROSSROADS SYSTEMS, INC.",344882422.5,,金融,OTC,金融/租赁,2.54706867,119.59714645,9.00175522,10.50000276,60,75,788
FMCXF,FORAN MINING CORPORATION,344821787.7,,非能源矿业,OTC,贵金属,0.00130989,,-5.07286333,8.81724461,74,0,2914
FNLC,FIRST BANCORP INC ME,342888665.0,255.0,金融,NASDAQ,大银行,1.00641587,11.1959099,13.33029648,1.47912052,60,47,72
TRCH,TORCHLIGHT ENERGY RESOURCES INC,342075400.0,4.0,消费者服务,NASDAQ,其他消费者服务,0.0,,-32.00109548,18.70456587,48,21,1765
ORZCF,OREZONE GOLD CORP.,339077550.0,62.0,非能源矿业,OTC,贵金属,0.01729346,,-90.25456315,13.80711769,100,61,141
FCT,FIRST TRUST SENIOR RATE INCOM FD II,338925000.0,,其他,NYSE,投资信托/互惠基金,0.35814615,,-2.36253492,1.02007649,86,76,30
GTBP,GT BIOPHARMA INC,338465754.0,3.0,健康科技,NASDAQ,药品：其他,0.00129075,,-3215.14285714,,96,5,672
PLXP,PLX PHARMA INC,337119876.0,11.0,健康科技,NASDAQ,药品：其他,0.00435125,,-81.80045881,,55,41,421
HBB,HAMILTON BEACH BRANDS HLDG CO,335667727.2,700.0,耐用消费品,NYSE,电子/电器,1.24009964,11.68733747,41.58418752,3.99278326,85,6,154
KMF,KAYNE ANDERSON NEXTGEN ENERGY & INF,334630000.0,,其他,NYSE,投资信托/互惠基金,0.33070661,,-22.59237686,1.01027373,48,22,86
LMRK,LANDMARK INFRASTRUCTURE PARTNERS LP,332631450.0,40.0,金融,NASDAQ,房地产开发,1.36527942,39.95090519,4.09655437,0.87875775,45,74,54
PTVCB,PROTECTIVE INSURANCE CORPORATION,329405466.0,490.0,金融,NASDAQ,财产/财产保险,0.05454377,8.30451074,11.77184809,0.90640904,54,0,85
PTVCA,PROTECTIVE INSURANCE CORPORATION,329263908.0,490.0,金融,NASDAQ,财产/财产保险,0.05454377,8.30451074,11.77184809,0.90640904,62,11,68
KIO,KKR INCOME OPPORTUNITIES FD,329101000.0,,其他,NYSE,投资信托/互惠基金,0.60864555,20.34196631,5.2269507,1.08854119,82,76,46
TH,TARGET HOSPITALITY CORP,328004640.0,496.0,消费者服务,NASDAQ,酒店/度假村/游轮,4.51024398,,-41.44746051,3.2124734,29,0,339
BRBS,BLUE RIDGE BANKSHARES INC (VA),327200839.0,386.0,金融,NYSE ARCA,大银行,3.1558519,7.70596591,12.80204891,1.37914269,47,25,100
MQT,BLACKROCK MUNIYIELD QUALITY FUND II,325738000.0,,其他,NYSE,投资信托/互惠基金,0.62907644,30.34250893,3.36607084,1.10918395,100,78,20
IIF,MORGAN STANLEY INDIA INVESTMENT FD,322811000.0,,其他,NYSE,投资信托/互惠基金,0.0,21.31738633,4.29666768,0.96014868,70,35,74
JRVMF,JERVOIS MINING LIMITED,319191474.35,,非能源矿业,OTC,贵金属,0.20926038,,-62.8184929,3.45899335,-1,-1,-1
MOXC,MOXIAN INC,317780845.0,8.0,科技服务,NASDAQ,数据处理服务,0.03969264,,-168.08081563,725.65656566,58,9,3000
WIA,WESTERN ASET INFLTON LINKED INCM FD,314385000.0,,其他,NYSE,投资信托/互惠基金,0.50643471,,3.16801885,1.02021123,100,77,28
JRS,NUVEEN REAL ESTATE INCOME FUND,313484000.0,,其他,NYSE,投资信托/互惠基金,0.39527512,,-9.08875186,1.12647454,54,74,62
IMMP,IMMUTEP LTD SPON ADS EACH REP 10 ORD SHS,309759000.0,,健康科技,NASDAQ,生物科技,0.16067619,,-57.94864323,,72,18,441
GPX,GP STRATEGIES CORP,304603668.0,4343.0,商业服务,NYSE,杂项商业服务,0.08678,29.90587817,4.70113357,1.30238242,64,21,140
NXP,NUVEEN SELECT TAX FREE INCOME PORTF,304557000.0,,其他,NYSE,投资信托/互惠基金,0.0,31.47799281,3.6259315,1.1654753,97,77,24
WRN,WESTERN COPPER & GOLD CORP,301471560.0,6.0,非能源矿业,NYSE ARCA,其他金属/矿物,0.0,,-3.55834358,4.5369328,100,70,202
SPXX,NUVEEN S&P 500 DYNAMIC OVERWRITE FD,301376000.0,,其他,NYSE,投资信托/互惠基金,0.0,19.19413117,5.67620853,1.08427065,60,72,49
BKCC,BLACKROCK CAPITAL INVESTMENT CORP,300315195.0,,金融,NASDAQ,投资经理,0.43809325,,-8.29502567,0.95266913,35,16,89
AMR,ALPHA METALLURGICAL RESOURCES INC,297550200.0,3250.0,能源矿产,NYSE,煤炭,3.65984568,,-95.79633882,1.46599674,-1,-1,-1
EMO,CLEARBRIDGE ENERGY MIDSTREAM OPPRT,297276000.0,,其他,NYSE,投资信托/互惠基金,0.41101939,,-81.90478507,1.28044859,39,16,176
NXQ,NUVEEN SELECT TAX FREE INC 2,297241000.0,,其他,NYSE,投资信托/互惠基金,0.0,,4.48764186,1.11631942,100,83,19
MFM,MFS MUNICIPAL INCOME TRUST,296139000.0,,其他,NYSE,投资信托/互惠基金,0.42044917,,-5.54934147,,68,77,22
NMRD,NEMAURA MEDICAL INC,293509120.0,17.0,健康科技,NASDAQ,医学专业,0.5140227,,-108.49376223,,42,5,343
PHT,PIONEER HIGH INCOME FD INC,290272000.0,,其他,NYSE,投资信托/互惠基金,0.40442648,,-4.90159392,1.37010116,79,76,48
III,INFORMATION SERVICES GROUP INC,289046688.0,1258.0,商业服务,NASDAQ,杂项商业服务,0.80134289,39.89145183,8.0678133,2.85818447,56,15,227
AJX,GREAT AJAX CORP,288280000.0,,金融,NYSE,投资经理,2.26304179,11.3525258,8.9991528,0.77832314,52,76,73
VIST,VISTA OIL & GAS SAB DE CV SPON ADS EACH REP 1 ORD SHS SER A,286557000.0,,能源矿产,NYSE,石油和天然气生产,1.11036336,,-13.95218544,0.57007224,-1,-1,-1
PRMNF,PRIME MINING CORP.,285815156.0,,非能源矿业,OTC,其他金属/矿物,0.00402392,,-66.29439716,33.3207702,100,77,456
CSHX,CASHMERE VALLEY BANK,282877600.0,,金融,OTC,地区银行,0.08207355,10.44408014,12.56162099,1.19807855,55,44,77
PVAC,PENN VIRGINIA CORP,280934830.0,87.0,能源矿产,NASDAQ,石油和天然气生产,0.99830546,,-116.65960325,1.27052371,40,0,199
SIC,SELECT INTERIOR CONCEPTS INC,280412730.0,1300.0,商业服务,NASDAQ,杂项商业服务,1.0749238,,-4.93897247,1.74291364,-1,-1,-1
FEN,FIRST TR ENERGY INCOME & GROWTH FD,276128000.0,,其他,NYSE ARCA,投资信托/互惠基金,0.21824969,,-31.93030372,0.71423901,39,71,72
DMB,BNY MELLON MUNI BD INFRASTR FD INC,273424000.0,,其他,NYSE,投资信托/互惠基金,0.17617758,,-0.06498367,1.0321085,84,77,19
MRLN,MARLIN BUSINESS SERVICES CORP,270807460.0,254.0,金融,NASDAQ,金融/租赁,0.159577,14.08185076,9.68241276,1.3659736,49,22,255
NML,NEUBERGER BERMAN MLP AND ENRGY INCM,270263000.0,,其他,NYSE ARCA,投资信托/互惠基金,0.14807183,,-45.95191076,1.11783164,48,13,114
PSTL,POSTAL REALTY TRUST INC,270208000.0,25.0,金融,NYSE,房地产投资信托基金,0.63019343,1511.19402985,0.00743109,2.07743658,-1,-1,-1
TLC,TAIWAN LIPOSOME COMPANY LTD SPON ADS EACH REP 2 ORD SHS,268002000.0,,健康科技,NASDAQ,生物科技,0.77303733,,-168.50076989,17.1957672,-1,-1,-1
LGI,LAZARD GLOBAL TOTAL RETURN & INCOME,265528000.00000003,,其他,NYSE,投资信托/互惠基金,0.07653396,7.35787159,14.60941364,1.03419062,92,74,64
CVCY,CENTRAL VALLEY COMMUNITY,263748080.0,273.0,金融,NASDAQ,地区银行,0.02131531,12.25345459,9.20832628,1.05941668,49,53,86
NUW,NUVEEN AMT-FREE MUN VALUE FD,263153000.00000003,,其他,NYSE,投资信托/互惠基金,0.007669,43.96060135,2.28925234,1.00905892,82,74,15
DS/PB,DRIVE SHACK INC PFD SER B,262400000.0,3072.0,消费者服务,NYSE,电影/娱乐,4.99413921,,-99.50046364,,-1,-1,-1
JCE,NUVEEN CORE EQUITY ALPHA FUND,261433000.0,,其他,NYSE,投资信托/互惠基金,0.0,14.86782133,7.2537236,1.07238994,78,73,45
EXPR,EXPRESS INC,261056000.0,10000.0,零售行业,NYSE,零售服装/鞋类,115.43213954,,-194.93162112,26.4199021,35,27,1546
VTN,INVESCO TRUST FOR INVESTMENT GR NY,260029000.0,,其他,NYSE,投资信托/互惠基金,0.62627483,,-1.82178955,0.93899355,58,77,16
DHY,CREDIT SUISSE HIGH YIELD BOND FUND,257732000.00000003,,其他,NYSE ARCA,投资信托/互惠基金,0.44886622,,-13.20560604,,75,74,38
ALTM,ALTUS MIDSTREAM COMPANY,257344337.4,,工业服务,NASDAQ,石油和天然气管道,0.70181286,23.59082918,,,-1,-1,-1
NHS,NEUBERGER BERMAN HIGH YIELD STRG FD,256764000.0,,其他,NYSE ARCA,投资信托/互惠基金,0.54343626,84.93859082,1.26749718,1.11967483,90,76,39
GGT/PG,GABELLI MULTIMEDIA TRUST INC 5.125% SER G CUMULATIVE PREFERRED SHS,254219000.0,,其他,NYSE,投资信托/互惠基金,0.0,23.68232341,11.03944938,3.24406626,-1,-1,-1
PZC,PIMCO CALIF MUNICIPAL INCOME FD III,252823000.0,,其他,NYSE,投资信托/互惠基金,0.20943422,20.12108262,4.16754619,1.09829444,75,77,21
LYTS,LSI INDUSTRIES,252798552.0,1072.0,制造业,NASDAQ,建筑产品,0.07801175,33.96369138,5.61661135,1.87787144,99,82,98
PCOM,POINTS INTERNATIONAL LTD,250520681.88,265.0,商业服务,NASDAQ,杂项商业服务,0.03562042,,-16.03316003,6.40872245,54,36,115
UNTY,UNITY BANCORP INC,250330122.0,210.0,金融,NASDAQ,地区银行,1.00787037,9.41326632,15.49794351,1.41889597,55,46,125
HZN,HORIZON GLOBAL CORPORATION,249007306.00000003,4000.0,耐用消费品,NYSE,汽车售后,-12.3211047,,,,90,48,560
EOD,WELLS FARGO GLOBAL DIVIDEND OPPORTU,244179000.0,,其他,NYSE,投资信托/互惠基金,0.22494197,,-8.81950267,1.15966355,55,75,48
BOCH,BANK OF COMMERCE HOLDINGS INC,243950520.0,206.0,金融,NASDAQ,地区银行,0.12947386,13.30325907,10.59982847,1.36616155,55,40,127
CBWTF,AUXLY CANNABIS GROUP INC.,240294402.062,,加工制造业,OTC,农副产品,0.6509928,,-37.12564701,1.38409931,42,10,313
SLCT,SELECT BANCORP INC,240145774.0,246.0,金融,NASDAQ,地区银行,0.09947809,17.60147117,6.31173835,1.08927592,55,29,101
NXR,NUVEEN SELECT TAX FREE INC PORTF 3,239778000.0,,其他,NYSE,投资信托/互惠基金,0.0,,5.947114,1.1287153,99,81,21
MRKR,MARKER THERAPEUTICS INC,237419754.0,44.0,健康科技,NASDAQ,生物科技,0.16818976,,-55.36181996,4.96903623,33,8,141
JAGX,JAGUAR HEALTH INC,237045936.2,34.0,健康科技,NASDAQ,仿制药,0.80464708,,-156.21765397,10.26264263,44,0,2005
GCBC,GREENE COUNTY BANCORP INC,236417395.7,186.0,金融,NASDAQ,储蓄银行,0.16979301,10.93117409,15.98601186,1.78457532,55,16,43
MHD,BLACKROCK MUNIHOLD FUND INC,236307000.0,,其他,NYSE,投资信托/互惠基金,0.58024361,,6.24237064,,70,76,17
FDEU,FIRST TR DYNAMIC EUROPE EQUITY INC,235732000.0,,其他,NYSE,投资信托/互惠基金,0.36064033,,19.2306623,0.84571354,53,59,52
JTD,NUVEEN TAX ADVANTAGED DIVID GRWT FD,234066000.0,,其他,NYSE,投资信托/互惠基金,0.41832015,,-4.85184487,1.00528646,53,74,42
IHIT,INVESCO HIGH INCOME 2023 TARGET TER,232618000.0,,其他,NYSE,投资信托/互惠基金,0.36381736,,-8.74949053,1.05907285,49,77,43
DHF,BNY MELLON HIGH YIELD STRATEGIES FD,231935000.0,,其他,NYSE,投资信托/互惠基金,0.44085506,,-15.83945455,1.23193611,84,75,37
GRX,GABELLI HEALTHCARE & WELLNESS TR,229647000.0,,其他,NYSE,投资信托/互惠基金,0.16517059,10.79960995,8.82637409,0.96223116,90,76,40
VREOF,VIREO HEALTH INTERNATIONAL INC.,228275134.0,,加工制造业,OTC,农副产品,0.70315816,,-25.91533573,4.27802678,-1,-1,-1
NRO,NEUBERGER BERMAN REAL ESTATE,228092000.0,,其他,NYSE ARCA,投资信托/互惠基金,0.24385729,,-30.85281392,1.23604312,54,76,52
MFIN,MEDALLION FINANCIAL CORP,227053845.0,187.0,金融,NASDAQ,投资经理,4.33553623,,-5.18893539,0.97077463,54,49,332
ENX,EATON VANCE NEW YORK MUN BD FD,225754000.0,,其他,NYSE ARCA,投资信托/互惠基金,0.63675173,,2.18164027,,91,78,14
METC,RAMACO RESOURCES INC,225268530.0,349.0,能源矿产,NASDAQ,煤炭,0.11966057,,-1.57000066,1.22902484,70,0,157
BSL,BLACKSTONE SENIOR FLOATING RAT,221482000.0,,其他,NYSE,投资信托/互惠基金,0.49069731,,-7.22584706,0.99816698,65,70,42
SPOK,SPOK HLDGS INC,220409724.0,602.0,通讯,NASDAQ,无线通讯设备,0.09501353,,-19.11087238,1.08992773,52,14,50
RCON,RECON TECHNOLOGY LTD,219720000.0,134.0,配送服务,NASDAQ,电子经销商,0.62030859,,-20.20832649,5.45982467,38,7,1418
INSE,INSPIRED ENTERTAINMENT INC,219413000.0,1500.0,科技服务,NASDAQ,套装软件,-2.7588968,,,,58,42,375
TSQ,TOWNSQUARE MEDIA INC,218281788.69,2257.0,消费者服务,NYSE,广播,27.22134169,,-42.51511559,2.52912309,51,56,219
ARREF,AMERIGO RESOURCES LTD.,218148000.0,,非能源矿业,OTC,其他金属/矿物,0.43221321,10.30436806,18.42076516,1.86792359,88,0,594
FCCY,FIRST CONSTITUTION BANCORP,216809472.0,211.0,金融,NASDAQ,地区银行,0.18586972,11.12160319,10.75506082,1.15749209,54,44,98
ZYNE,ZYNERBA PHARMACEUTICALS INC,215332830.0,26.0,健康科技,NASDAQ,药品：其他,0.00767347,,-58.01931332,2.46705608,-1,-2,-1
FARM,FARMER BROS CO,215298216.0,1210.0,非耐用消费品,NASDAQ,食品：特色/糖果,1.3976509,,-41.26412014,1.87433724,30,0,260
OPP,RIVER NRTH DBLE LINE STRTGC OPP FD,215075000.0,,其他,NYSE,投资信托/互惠基金,0.32830507,,-5.74289686,1.04121871,69,76,28
AUNFF,AURCANA SILVER CORPORATION,207349770.0,,非能源矿业,OTC,贵金属,0.27903196,,-24.78205987,2.82118007,97,14,156
MPA,BLACKROCK MUNIYIELD PA QLTY FUND,205159000.0,,其他,NYSE,投资信托/互惠基金,0.63909451,,3.67638612,0.95699489,93,77,20
CWGL,CRIMSON WINE GROUP LTD.,203380625.0,160.0,非耐用消费品,OTC,饮料:酒精饮料,0.12598947,,-3.3126294,1.08181107,36,2,91
JDD,NUVEEN DIVERSIFIED DIV & INC,203372000.0,,其他,NYSE,投资信托/互惠基金,0.41047843,,-15.4144193,0.87105519,54,73,52
LINC,LINCOLN EDUCATIONAL SERVICES CORP,203064800.0,1933.0,商业服务,NASDAQ,杂项商业服务,0.71559873,4.57370422,68.61950881,1.71180286,100,28,103
DMEHF,DESERT MOUNTAIN ENERGY CORP.,202751332.0,,非能源矿业,OTC,贵金属,0.0,,-30.59039246,16.94542421,100,65,1303
PDLB,PDL COMMUNITY BANCORP,199964000.0,,金融,NASDAQ,地区银行,0.7542927,25.43530968,4.74401083,1.23874104,42,70,77
EML,EASTERN CO,199173975.0,1323.0,加工制造业,NASDAQ,特种工业品,0.90708979,23.69230769,7.73772574,1.89072145,53,42,106
CULP,CULP INC,196934400.0,1399.0,加工制造业,NYSE,纺织品,0.0502641,,-12.08792353,1.49183469,80,0,134
WMC,WESTERN ASSET MORTGAGE CAPITAL,196425000.0,,金融,NYSE,房地产投资信托基金,11.17903629,3.23226258,28.29126961,0.7699569,28,74,86
DMF,BNY MELLON MUNICIPAL INCOME INC,195888000.0,,其他,NYSE ARCA,投资信托/互惠基金,0.40926478,,1.27103714,,80,78,19
SCYX,SCYNEXIS INC,195786292.0,38.0,健康科技,NASDAQ,药品：其他,0.59782441,,-326.50174496,7.73311675,40,17,128
SRL,SCULLY ROYALTY LTD,195526548.0,81.0,金融,NYSE,金融集团,0.11736692,585.71428571,0.11072716,0.63484845,37,64,310
MITT/PA,AG MORTGAGE INVESTMENT TRUST INC 8.25% CUM RED PFD SER A USD25,194000000.0,,金融,NYSE,房地产投资信托基金,3.24316447,11.78264486,26.21251397,6.17056905,56,77,171
MITT/PC,AG MORTGAGE INVESTMENT TRUST INC 8% FXD FLTG CUM RED PRFD STK SER C USD25,194000000.0,,金融,NYSE,房地产投资信托基金,3.24316447,11.15885778,26.21251397,5.84389186,-1,-1,-1
MITT/PB,AG MORTGAGE INVESTMENT TRUST INC 8.00% PRF SER B USD25,194000000.0,,金融,NYSE,房地产投资信托基金,3.24316447,11.52157841,26.21251397,6.0338486,-1,-1,-1
PDSB,PDS BIOTECHNOLOGY CORPORATION,193376000.0,15.0,健康科技,NASDAQ,药品:专业,0.02387533,,-62.85584939,7.12251881,82,0,769
GER,GOLDMAN SACHS MLP ENERGY RENAISSANC,192550000.0,,其他,NYSE,投资信托/互惠基金,0.00861703,,-84.35483675,1.15379554,30,6,106
XYF,X FINANCIAL SPON ADS EACH REP 6 ORD SHS CL A(R/S),192442000.0,,金融,NYSE,金融/租赁,0.11395968,,-34.98208489,,-1,-1,-1
VWTR,VIDLER WATER RESOUCES INC,191931048.0,14.0,制造业,NASDAQ,工业机械,0.00201285,16.26815981,7.03067376,1.12058775,-1,-1,-1
CVLY,CODORUS VY BANCORP INC,191410252.2,343.0,金融,NASDAQ,地区银行,0.43918773,12.15540454,7.89551612,0.94061383,53,40,68
SBOW,SILVERBOW RESOURCES INC,190997190.0,64.0,能源矿产,NYSE,石油和天然气生产,3.32003398,,-107.6553779,2.03243238,54,0,459
SD,SANDRIDGE ENERGY INC,190931087.00000003,103.0,能源矿产,NYSE,石油和天然气生产,0.12245448,,-83.00861028,1.39429713,56,0,362
ESQ,ESQUIRE FINANCIAL HOLDINGS INC,190342681.1,99.0,金融,NASDAQ,大银行,0.02668142,13.17290456,11.62804985,1.49903166,50,60,81
FGBI,FIRST GUARANTY BANCSHARES INC,189170220.00000003,420.0,金融,NASDAQ,地区银行,0.36962478,8.77891973,12.46141283,1.05762848,56,37,71
NTZ,NATUZZI SPA SPON ADS EA REP 5 ORD SHS(POST REV SPLT),188585000.0,4346.0,耐用消费品,NYSE,家居装修,1.33791996,,-26.93722129,2.07319,85,0,2256
MSD,MORGAN STANLEY EMERG MKTS DEBT FUND,188577000.0,,其他,NYSE,投资信托/互惠基金,0.0,20.68888392,4.23437257,0.87552745,73,76,16
